Study area,Study area,Study area,Region,Region,Region,Region,Line transect,Line transect,Line transect,Line transect,segment,segment,segment,segment,segment,segment,observation,observation,observation,observation,observation,observation,observation,observation
ID,Label,Shape,ID,Label,Area,Shape,ID,Label,Line length,Shape,ID,Label,Effort,latitude,longitude,depth,ID,psd,species,cluster size,beaufort,observer,detected,object
ID,Label,Shape,ID,Label,Decimal,Shape,ID,Label,Decimal,Shape,ID,Label,Decimal,Decimal,Decimal,Decimal,ID,Decimal,Integer,Integer,Integer,Integer,Integer,Integer
n/a,n/a,n/a,n/a,n/a,km2,n/a,n/a,n/a,km,n/a,n/a,n/a,km,[None],[None],[None],n/a,m,[None],[None],[None],[None],[None],[None]
Int,Int,Geog,Int,Int,Int,Geog,Int,Int,Int,Geog,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int,Int
1,dolphins,Polygon,1,220,0,Polygon,1,19960417,125.1,Line,1,19960417-1,13.8,29.94378,-86.92712,135
1,dolphins,Polygon,1,220,0,Polygon,1,19960417,125.1,Line,2,19960417-2,14,29.8403,-86.83176,147.7
1,dolphins,Polygon,1,220,0,Polygon,1,19960417,125.1,Line,3,19960417-3,14,29.75279,-86.74445,152.1
1,dolphins,Polygon,1,220,0,Polygon,1,19960417,125.1,Line,4,19960417-4,13.9,29.65522,-86.6523,163.8
1,dolphins,Polygon,1,220,0,Polygon,1,19960417,125.1,Line,5,19960417-5,13.8,29.56088,-86.56648,179.7
1,dolphins,Polygon,1,220,0,Polygon,1,19960417,125.1,Line,6,19960417-6,13.8,29.49,-86.4929,188.5
1,dolphins,Polygon,1,220,0,Polygon,1,19960417,125.1,Line,7,19960417-7,14,29.39514,-86.39415,205.2
1,dolphins,Polygon,1,220,0,Polygon,1,19960417,125.1,Line,8,19960417-8,14,29.29666,-86.2971,227.7
1,dolphins,Polygon,1,220,0,Polygon,1,19960417,125.1,Line,9,19960417-9,13.9,29.20488,-86.20247,235.6
1,dolphins,Polygon,1,220,0,Polygon,2,19960418,134.9,Line,10,19960418-1,14.8,27.93475,-84.99699,255.5
1,dolphins,Polygon,1,220,0,Polygon,2,19960418,134.9,Line,11,19960418-2,14.6,27.79971,-84.99755,299
1,dolphins,Polygon,1,220,0,Polygon,2,19960418,134.9,Line,12,19960418-3,15,27.66898,-84.99861,329.5
1,dolphins,Polygon,1,220,0,Polygon,2,19960418,134.9,Line,13,19960418-4,15,27.54261,-85.0082,368
1,dolphins,Polygon,1,220,0,Polygon,2,19960418,134.9,Line,14,19960418-5,14.6,27.44775,-84.99946,389.9
1,dolphins,Polygon,1,220,0,Polygon,2,19960418,134.9,Line,15,19960418-6,14.7,27.30895,-85.00001,445.3
1,dolphins,Polygon,1,220,0,Polygon,2,19960418,134.9,Line,16,19960418-7,14.8,27.19176,-84.97958,459.2
1,dolphins,Polygon,1,220,0,Polygon,2,19960418,134.9,Line,17,19960418-8,14.9,27.06417,-84.9925,578
1,dolphins,Polygon,1,220,0,Polygon,2,19960418,134.9,Line,18,19960418-9,16.5,26.92278,-85.00559,880
1,dolphins,Polygon,1,220,0,Polygon,3,19960419,179.6,Line,19,19960419-1,19,25.99844,-84.40604,203.4
1,dolphins,Polygon,1,220,0,Polygon,3,19960419,179.6,Line,20,19960419-2,18.9,25.99844,-84.20924,168.3
1,dolphins,Polygon,1,220,0,Polygon,3,19960419,179.6,Line,21,19960419-3,18.7,25.98879,-84.04637,142.9
1,dolphins,Polygon,1,220,0,Polygon,3,19960419,179.6,Line,22,19960419-4,18.6,25.85215,-83.99635,137.2
1,dolphins,Polygon,1,220,0,Polygon,3,19960419,179.6,Line,23,19960419-5,19,25.69694,-84.00006,134.9
1,dolphins,Polygon,1,220,0,Polygon,3,19960419,179.6,Line,24,19960419-6,18.8,25.51488,-84.00131,133
1,dolphins,Polygon,1,220,0,Polygon,3,19960419,179.6,Line,25,19960419-7,18.3,25.35888,-84.00172,130.3
1,dolphins,Polygon,1,220,0,Polygon,3,19960419,179.6,Line,26,19960419-8,18.6,25.18831,-84.00309,121.5
1,dolphins,Polygon,1,220,0,Polygon,3,19960419,179.6,Line,27,19960419-9,29.8,24.98487,-83.99933,124.8
1,dolphins,Polygon,1,220,0,Polygon,4,19960420,176.9,Line,28,19960420-1,18.8,24.65688,-85.00004,3392.3
1,dolphins,Polygon,1,220,0,Polygon,4,19960420,176.9,Line,29,19960420-2,18.5,24.81359,-85.00008,3365.8
1,dolphins,Polygon,1,220,0,Polygon,4,19960420,176.9,Line,30,19960420-3,18.8,24.97164,-84.98983,3348.4
1,dolphins,Polygon,1,220,0,Polygon,4,19960420,176.9,Line,31,19960420-4,18.6,24.9882,-85.00855,3344.1
1,dolphins,Polygon,1,220,0,Polygon,4,19960420,176.9,Line,32,19960420-5,18.8,24.99911,-85.16027,3333
1,dolphins,Polygon,1,220,0,Polygon,4,19960420,176.9,Line,33,19960420-6,18.4,25.00044,-85.31225,3324.5
1,dolphins,Polygon,1,220,0,Polygon,4,19960420,176.9,Line,34,19960420-7,19,25.00132,-85.48997,3298.5
1,dolphins,Polygon,1,220,0,Polygon,4,19960420,176.9,Line,35,19960420-8,18.9,25.0043,-85.63721,3294.6
1,dolphins,Polygon,1,220,0,Polygon,4,19960420,176.9,Line,36,19960420-9,27.1,25.00117,-85.86677,3289.1
1,dolphins,Polygon,1,220,0,Polygon,5,19960421,209.3,Line,37,19960421-1,21.5,26.22463,-85.99077,3222.3
1,dolphins,Polygon,1,220,0,Polygon,5,19960421,209.3,Line,38,19960421-2,21.7,26.43357,-85.99837,3209.7
1,dolphins,Polygon,1,220,0,Polygon,5,19960421,209.3,Line,39,19960421-3,22,26.56201,-85.98056,3215.3
1,dolphins,Polygon,1,220,0,Polygon,5,19960421,209.3,Line,40,19960421-4,22,26.75711,-85.99169,3247.1
1,dolphins,Polygon,1,220,0,Polygon,5,19960421,209.3,Line,41,19960421-5,21.7,26.97316,-86.00006,3218.3
1,dolphins,Polygon,1,220,0,Polygon,5,19960421,209.3,Line,42,19960421-6,21.3,27.11099,-85.99995,3231.2
1,dolphins,Polygon,1,220,0,Polygon,5,19960421,209.3,Line,43,19960421-7,21.4,27.30261,-86.00106,3226.6
1,dolphins,Polygon,1,220,0,Polygon,5,19960421,209.3,Line,44,19960421-8,21.5,27.49496,-86.00129,3225.2
1,dolphins,Polygon,1,220,0,Polygon,5,19960421,209.3,Line,45,19960421-9,36.3,27.72872,-86.00159,3090.4,1,3296.6362632,39,21,4,1,1,1
1,dolphins,Polygon,1,220,0,Polygon,6,19960422,183.6,Line,46,19960422-1,19.9,28.99972,-86.60822,413.7
1,dolphins,Polygon,1,220,0,Polygon,6,19960422,183.6,Line,47,19960422-2,20,29.00952,-86.80838,511.4
1,dolphins,Polygon,1,220,0,Polygon,6,19960422,183.6,Line,48,19960422-3,19.8,28.99215,-86.98759,654.2
1,dolphins,Polygon,1,220,0,Polygon,6,19960422,183.6,Line,49,19960422-4,19.9,28.85341,-86.99433,676.2
1,dolphins,Polygon,1,220,0,Polygon,6,19960422,183.6,Line,50,19960422-5,19.5,28.68643,-87.00324,729.3
1,dolphins,Polygon,1,220,0,Polygon,6,19960422,183.6,Line,51,19960422-6,19.9,28.51863,-86.99932,814.7
1,dolphins,Polygon,1,220,0,Polygon,6,19960422,183.6,Line,52,19960422-7,19.4,28.36373,-87.00101,967
1,dolphins,Polygon,1,220,0,Polygon,6,19960422,183.6,Line,53,19960422-8,19.7,28.19253,-87.0019,2169.6
1,dolphins,Polygon,1,220,0,Polygon,6,19960422,183.6,Line,54,19960422-9,25.4,27.99917,-87.01026,2839.7
1,dolphins,Polygon,1,220,0,Polygon,7,19960423,163,Line,55,19960423-1,17.7,26.47778,-86.99241,3007.7
1,dolphins,Polygon,1,220,0,Polygon,7,19960423,163,Line,56,19960423-2,18,26.29367,-86.99256,3070.6
1,dolphins,Polygon,1,220,0,Polygon,7,19960423,163,Line,57,19960423-3,17.7,26.21388,-87.05917,3097.8
1,dolphins,Polygon,1,220,0,Polygon,7,19960423,163,Line,58,19960423-4,17.8,26.14225,-87.20739,3119.8
1,dolphins,Polygon,1,220,0,Polygon,7,19960423,163,Line,59,19960423-5,17.6,26.06968,-87.37485,3122.1
1,dolphins,Polygon,1,220,0,Polygon,7,19960423,163,Line,60,19960423-6,17.8,26.01167,-87.49841,3131.8
1,dolphins,Polygon,1,220,0,Polygon,7,19960423,163,Line,61,19960423-7,17.8,25.99896,-87.62712,3105.5,2,929.19374995,39,150,4,1,1,2
1,dolphins,Polygon,1,220,0,Polygon,7,19960423,163,Line,62,19960423-8,17.7,26.00031,-87.8015,3045.9
1,dolphins,Polygon,1,220,0,Polygon,7,19960423,163,Line,63,19960423-9,21,26.00693,-87.94881,3004.4,3,6051.0008776,39,125,2,1,1,3
1,dolphins,Polygon,1,220,0,Polygon,8,19960424,138.9,Line,64,19960424-1,13.4,27.48995,-88.00436,2584.5
1,dolphins,Polygon,1,220,0,Polygon,8,19960424,138.9,Line,65,19960424-2,56.9,27.51483,-87.993,2591
1,dolphins,Polygon,1,220,0,Polygon,8,19960424,138.9,Line,66,19960424-3,68.6,28.34021,-87.99446,2355.8
1,dolphins,Polygon,1,220,0,Polygon,9,19960425,176.9,Line,67,19960425-1,18.8,28.99763,-88.61804,379.9
1,dolphins,Polygon,1,220,0,Polygon,9,19960425,176.9,Line,68,19960425-2,18.7,28.99745,-88.80229,190.5
1,dolphins,Polygon,1,220,0,Polygon,9,19960425,176.9,Line,69,19960425-3,18.7,28.98924,-88.99283,78.3
1,dolphins,Polygon,1,220,0,Polygon,9,19960425,176.9,Line,70,19960425-4,19,28.85225,-89.01425,234.1
1,dolphins,Polygon,1,220,0,Polygon,9,19960425,176.9,Line,71,19960425-5,18.9,28.69091,-89.00448,641.3
1,dolphins,Polygon,1,220,0,Polygon,9,19960425,176.9,Line,72,19960425-6,18.5,28.52089,-88.99183,828
1,dolphins,Polygon,1,220,0,Polygon,9,19960425,176.9,Line,73,19960425-7,18.5,28.38982,-88.9897,1076.1
1,dolphins,Polygon,1,220,0,Polygon,9,19960425,176.9,Line,74,19960425-8,19,28.22001,-88.994,1295
1,dolphins,Polygon,1,220,0,Polygon,9,19960425,176.9,Line,75,19960425-9,26.9,28.01932,-88.99953,1431.8
1,dolphins,Polygon,1,220,0,Polygon,10,19960426,206.9,Line,76,19960426-1,21.3,26.35662,-89.00032,2844.8
1,dolphins,Polygon,1,220,0,Polygon,10,19960426,206.9,Line,77,19960426-2,21.4,26.17341,-89.00661,2962.6
1,dolphins,Polygon,1,220,0,Polygon,10,19960426,206.9,Line,78,19960426-3,21.5,26.00104,-88.99944,3070.6
1,dolphins,Polygon,1,220,0,Polygon,10,19960426,206.9,Line,79,19960426-4,21.5,25.98713,-89.09197,3098.3
1,dolphins,Polygon,1,220,0,Polygon,10,19960426,206.9,Line,80,19960426-5,21.7,25.99686,-89.29174,3127
1,dolphins,Polygon,1,220,0,Polygon,10,19960426,206.9,Line,81,19960426-6,21.6,25.99753,-89.49674,3143.6
1,dolphins,Polygon,1,220,0,Polygon,10,19960426,206.9,Line,82,19960426-7,21.5,26.00069,-89.71314,3173
1,dolphins,Polygon,1,220,0,Polygon,10,19960426,206.9,Line,83,19960426-8,21.9,26.00562,-89.93835,3214.1
1,dolphins,Polygon,1,220,0,Polygon,10,19960426,206.9,Line,84,19960426-9,34.4,26.13554,-89.99819,3189.4
1,dolphins,Polygon,1,220,0,Polygon,11,19960427,209,Line,85,19960427-1,21.8,27.50344,-90.44891,1107.7,4,5499.6971336,39,75,1,1,1,4
1,dolphins,Polygon,1,220,0,Polygon,11,19960427,209,Line,86,19960427-2,21.9,27.50533,-90.5819,1092.2
1,dolphins,Polygon,1,220,0,Polygon,11,19960427,209,Line,87,19960427-3,21.8,27.51468,-90.80306,1182.9
1,dolphins,Polygon,1,220,0,Polygon,11,19960427,209,Line,88,19960427-4,21.7,27.51848,-90.9725,1052.5
1,dolphins,Polygon,1,220,0,Polygon,11,19960427,209,Line,89,19960427-5,21.5,27.38495,-90.99174,1319.7
1,dolphins,Polygon,1,220,0,Polygon,11,19960427,209,Line,90,19960427-6,21.4,27.19481,-91.00046,1483.6
1,dolphins,Polygon,1,220,0,Polygon,11,19960427,209,Line,91,19960427-7,21.4,27.00835,-91.00018,1847.3
1,dolphins,Polygon,1,220,0,Polygon,11,19960427,209,Line,92,19960427-8,21.9,26.84162,-91.00087,2027.4
1,dolphins,Polygon,1,220,0,Polygon,11,19960427,209,Line,93,19960427-9,35.6,26.58425,-90.99901,2104
1,dolphins,Polygon,1,220,0,Polygon,12,19960428,215.8,Line,94,19960428-1,22.8,26.11139,-92.00225,2237
1,dolphins,Polygon,1,220,0,Polygon,12,19960428,215.8,Line,95,19960428-2,22.6,26.30829,-91.99991,2023.1
1,dolphins,Polygon,1,220,0,Polygon,12,19960428,215.8,Line,96,19960428-3,22.5,26.49428,-91.99864,1997.2
1,dolphins,Polygon,1,220,0,Polygon,12,19960428,215.8,Line,97,19960428-4,23,26.68817,-91.99575,1917.5
1,dolphins,Polygon,1,220,0,Polygon,12,19960428,215.8,Line,98,19960428-5,23,26.87858,-91.9953,1809.1
1,dolphins,Polygon,1,220,0,Polygon,12,19960428,215.8,Line,99,19960428-6,23,27.03106,-91.99557,1575.8
1,dolphins,Polygon,1,220,0,Polygon,12,19960428,215.8,Line,100,19960428-7,22.8,27.24845,-92.00136,1284.6
1,dolphins,Polygon,1,220,0,Polygon,12,19960428,215.8,Line,101,19960428-8,22.8,27.46054,-91.99857,826.9
1,dolphins,Polygon,1,220,0,Polygon,12,19960428,215.8,Line,102,19960428-9,33.4,27.49981,-92.24964,956.6
1,dolphins,Polygon,1,220,0,Polygon,13,19960429,95.9,Line,103,19960429-1,20.8,26.46689,-92.99626,1832.6
1,dolphins,Polygon,1,220,0,Polygon,13,19960429,95.9,Line,104,19960429-2,20.8,26.27138,-93.00292,1961
1,dolphins,Polygon,1,220,0,Polygon,13,19960429,95.9,Line,105,19960429-3,20.8,26.18167,-93.1322,2423.6
1,dolphins,Polygon,1,220,0,Polygon,13,19960429,95.9,Line,106,19960429-4,33.5,26.05446,-93.38265,3072.9
1,dolphins,Polygon,1,220,0,Polygon,14,19960430,127.9,Line,107,19960430-1,13.6,27.50914,-94.14531,941.9
1,dolphins,Polygon,1,220,0,Polygon,14,19960430,127.9,Line,108,19960430-2,13.7,27.50291,-94.29219,1029.1
1,dolphins,Polygon,1,220,0,Polygon,14,19960430,127.9,Line,109,19960430-3,13.8,27.50035,-94.41791,985.5
1,dolphins,Polygon,1,220,0,Polygon,14,19960430,127.9,Line,110,19960430-4,13.5,27.49815,-94.56118,936.2
1,dolphins,Polygon,1,220,0,Polygon,14,19960430,127.9,Line,111,19960430-5,13.8,27.4974,-94.70376,939.7
1,dolphins,Polygon,1,220,0,Polygon,14,19960430,127.9,Line,112,19960430-6,13.9,27.49898,-94.84706,955.2
1,dolphins,Polygon,1,220,0,Polygon,14,19960430,127.9,Line,113,19960430-7,13.5,27.49622,-94.98135,1020.3
1,dolphins,Polygon,1,220,0,Polygon,14,19960430,127.9,Line,114,19960430-8,13.4,27.40568,-94.99483,1121,5,7258.98366,39,50,3,1,1,5
1,dolphins,Polygon,1,220,0,Polygon,14,19960430,127.9,Line,115,19960430-9,18.6,27.29568,-95.00711,1198.8
1,dolphins,Polygon,1,220,0,Polygon,15,19960501,191.1,Line,116,19960501-1,21,25.99644,-95.18865,2008.7
1,dolphins,Polygon,1,220,0,Polygon,15,19960501,191.1,Line,117,19960501-2,20.9,26.00375,-95.38544,1812.2
1,dolphins,Polygon,1,220,0,Polygon,15,19960501,191.1,Line,118,19960501-3,20.6,26.01699,-95.55622,1399
1,dolphins,Polygon,1,220,0,Polygon,15,19960501,191.1,Line,119,19960501-4,21,26.01533,-95.78558,989
1,dolphins,Polygon,1,220,0,Polygon,15,19960501,191.1,Line,120,19960501-5,20.9,26.01765,-95.97449,934.3,6,1454.7962248,39,45,5,1,1,6
1,dolphins,Polygon,1,220,0,Polygon,15,19960501,191.1,Line,121,19960501-6,20.3,26.14811,-95.99731,923.6
